number ,clean_text,airsentiment_line_x,Polarity,Analysis
11897,mold flight us3825 filthyplane hopeidonotgetsick http co zik2uoxgnw,negative,0,Neutral
11898,767 seconds touchdown madrid airport april 2013 avgeek http co 1ywxrfn0gr,neutral,0,Neutral
11899,767 seconds touchdown madrid airport april 2013 avgeek http co 1ywxrfn0gr,neutral,0,Neutral
11900,slept miami airport due mechanical issues given 10 000 bonus miles try make right slapintheface,negative,0.5423,Positive
11901,slept miami airport due mechanical issues given 10 000 bonus miles try make right slapintheface,negative,0.5423,Positive
11902,slept miami airport due mechanical issues given 10 000 bonus miles try make right slapintheface,negative,0.5423,Positive
11903,slept miami airport due mechanical issues given 10 000 bonus miles try make right slapintheface,negative,0.5423,Positive
11904,new 9 45 time confirmed may get cancelled flightled traveling kids need certain thx,neutral,0.3818,Neutral
11905,new 9 45 time confirmed may get cancelled flightled traveling kids need certain thx,neutral,0.3818,Neutral
11906,1hr 46 min cost flight change 788 188 2hrs ago b f drop call cancelled flighted flight asked 4 refund,negative,-0.4767,Neutral
11907,1hr 46 min cost flight change 788 188 2hrs ago b f drop call cancelled flighted flight asked 4 refund,negative,-0.4767,Neutral
11908,1hr 46 min cost flight change 788 188 2hrs ago b f drop call cancelled flighted flight asked 4 refund,negative,-0.4767,Neutral
11909,1hr 46 min cost flight change 788 188 2hrs ago b f drop call cancelled flighted flight asked 4 refund,negative,-0.4767,Neutral
11910,not frustrating paid get refund,negative,0.3412,Neutral
11911,not frustrating paid get refund,negative,0.3412,Neutral
11912,not frustrating paid get refund,negative,0.3412,Neutral
11913,not frustrating paid get refund,negative,0.3412,Neutral
11914,dm locator code thanks,neutral,0.4404,Neutral
11915,dm locator code thanks,neutral,0.4404,Neutral
11916,thank,positive,0.3612,Neutral
11917,thank,positive,0.3612,Neutral
11918,sure hope fix good luck service sucks nexttimeiwillflysouthwest,negative,0.8225,Positive
11919,sure hope fix good luck service sucks nexttimeiwillflysouthwest,negative,0.8225,Positive
11920,americanair thanks no fresh food cross country flight making connection close no time eat tpa dfw lax,negative,-0.0675,Neutral
11921,americanair thanks no fresh food cross country flight making connection close no time eat tpa dfw lax,negative,-0.0675,Neutral
11922,flight got cancelled flightled grk dfw lex tomorrow need rebooked,neutral,-0.25,Neutral
11923,flight got cancelled flightled grk dfw lex tomorrow need rebooked,neutral,-0.25,Neutral
11924,sort live chat feature uk right call would cost us alot,neutral,0,Neutral
11925,sort live chat feature uk right call would cost us alot,neutral,0,Neutral
11926,planes made miss 2 connections 2 days thanks nothing,negative,0.3182,Neutral
11927,planes made miss 2 connections 2 days thanks nothing,negative,0.3182,Neutral
11928,planes made miss 2 connections 2 days thanks nothing,negative,0.3182,Neutral
11929,planes made miss 2 connections 2 days thanks nothing,negative,0.3182,Neutral
11930,purchased main cabin xt f 1571aus flight cancelled flightled rescheduled 1600 regular seats credit,negative,0.1531,Neutral
11931,purchased main cabin xt f 1571aus flight cancelled flightled rescheduled 1600 regular seats credit,negative,0.1531,Neutral
11932,purchased main cabin xt f 1571aus flight cancelled flightled rescheduled 1600 regular seats credit,negative,0.1531,Neutral
11933,purchased main cabin xt f 1571aus flight cancelled flightled rescheduled 1600 regular seats credit,negative,0.1531,Neutral
11934,disappointed flight booking problems process add l fees sit together crowded flight not impressed far,neutral,-0.6546,Negative
11935,disappointed flight booking problems process add l fees sit together crowded flight not impressed far,neutral,-0.6546,Negative
11936,thanks,positive,0.4404,Neutral
11937,thanks,positive,0.4404,Neutral
11938,thx responding cant watch 2 mins film w cutting 4 prolonged prds time beyond frustrating,negative,-0.2263,Neutral
11939,thx responding cant watch 2 mins film w cutting 4 prolonged prds time beyond frustrating,negative,-0.2263,Neutral
11940,connect person without wait 2 hours hold still not able resolve problem,negative,0.0191,Neutral
11941,connect person without wait 2 hours hold still not able resolve problem,negative,0.0191,Neutral
11942,r u serious 304min delay americanairlines aa2444 ohio dallas missed connecting flight http co dnmsblzumr,negative,-0.5859,Negative
11943,r u serious 304min delay americanairlines aa2444 ohio dallas missed connecting flight http co dnmsblzumr,negative,-0.5859,Negative
11944,jumping gun cancelled flighting flights could made snow cancelled flightlations ridiculous,negative,-0.7845,Negative
11945,jumping gun cancelled flighting flights could made snow cancelled flightlations ridiculous,negative,-0.7845,Negative
11946,might look wife travels much could use membership,positive,0,Neutral
11947,might look wife travels much could use membership,positive,0,Neutral
11948,might look wife travels much could use membership,neutral,0,Neutral
11949,might look wife travels much could use membership,neutral,0,Neutral
11950,thank,neutral,0.3612,Neutral
11951,thank,neutral,0.3612,Neutral
11952,thank,positive,0.3612,Neutral
11953,thank,positive,0.3612,Neutral
11954,happens combine top chef amp beauty san miguel de allende late flightst food blog http co 7t1rdrcre6,neutral,0.6808,Positive
11955,happens combine top chef amp beauty san miguel de allende late flightst food blog http co 7t1rdrcre6,neutral,0.6808,Positive
11956,great thanks followed,positive,0.7906,Positive
11957,great thanks followed,positive,0.7906,Positive
11958,exactly ill flying aa dulles airport dallas airline trust,positive,0.128,Neutral
11959,exactly ill flying aa dulles airport dallas airline trust,positive,0.128,Neutral
11960,not address issue hold 30 min speak agent,negative,0,Neutral
11961,not address issue hold 30 min speak agent,negative,0,Neutral
11962,got another flight thanks,positive,0.4404,Neutral
11963,got another flight thanks,positive,0.4404,Neutral
11964,u r horrible went online cancelled flight flight no button 4that called cs amp wait time 40 mins amp put 800 called amp hungupnohelp,neutral,-0.7717,Negative
11965,u r horrible went online cancelled flight flight no button 4that called cs amp wait time 40 mins amp put 800 called amp hungupnohelp,neutral,-0.7717,Negative
11966,submitted case aa customer relations two weeks ago no word ever since whats point even cr,negative,-0.296,Neutral
11967,submitted case aa customer relations two weeks ago no word ever since whats point even cr,negative,-0.296,Neutral
11968,near gate mean sitting plane almost 2 hours yeah,negative,0.235,Neutral
11969,near gate mean sitting plane almost 2 hours yeah,negative,0.235,Neutral
11970,not think help based behavior voucher cot seem like enough lol,positive,0.4664,Neutral
11971,not think help based behavior voucher cot seem like enough lol,positive,0.4664,Neutral
11972,not think help based behavior voucher cot seem like enough lol,neutral,0.4664,Neutral
11973,not think help based behavior voucher cot seem like enough lol,neutral,0.4664,Neutral
11974,still waiting flight get money back,negative,0,Neutral
11975,still waiting flight get money back,negative,0,Neutral
11976,cancelled flighted flight really need much trouble,negative,-0.6077,Negative
11977,cancelled flighted flight really need much trouble,negative,-0.6077,Negative
11978,andrew wasila sorry uncomfortable andrew sma,negative,-0.4404,Neutral
11979,andrew wasila sorry uncomfortable andrew sma,negative,-0.4404,Neutral
11980,andrew wasila sorry uncomfortable andrew sma,negative,-0.4404,Neutral
11981,andrew wasila sorry uncomfortable andrew sma,negative,-0.4404,Neutral
11982,hi please ticket award ticket status request thanks,neutral,0.8271,Positive
11983,hi please ticket award ticket status request thanks,neutral,0.8271,Positive
11984,got back eventually rollercoaster got airport amp got speak someone things got fixed quick,positive,0,Neutral
11985,got back eventually rollercoaster got airport amp got speak someone things got fixed quick,positive,0,Neutral
11986,16 extra hours travel time missed vacation time guys messing professional life,negative,-0.296,Neutral
11987,16 extra hours travel time missed vacation time guys messing professional life,negative,-0.296,Neutral
11988,checked app since yesterday confirmed upgrade amp carry got counter amp manager upgraded somebody else seat,negative,0,Neutral
11989,checked app since yesterday confirmed upgrade amp carry got counter amp manager upgraded somebody else seat,negative,0,Neutral
11990,checked app since yesterday confirmed upgrade amp carry got counter amp manager upgraded somebody else seat,negative,0,Neutral
11991,checked app since yesterday confirmed upgrade amp carry got counter amp manager upgraded somebody else seat,negative,0,Neutral
11992,trying desperately get boyfriend booked us airways flight price help,negative,0.0258,Neutral
11993,trying desperately get boyfriend booked us airways flight price help,negative,0.0258,Neutral
11994,trying desperately get boyfriend booked us airways flight price help,neutral,0.0258,Neutral
11995,trying desperately get boyfriend booked us airways flight price help,neutral,0.0258,Neutral
11996,yes yes yes glad headed home,positive,0.8779,Positive
11997,yes yes yes glad headed home,positive,0.8779,Positive
11998,not worry sending letter expect compensation fly twice week w guys,negative,0.3412,Neutral
11999,not worry sending letter expect compensation fly twice week w guys,negative,0.3412,Neutral
12000,not worry sending letter expect compensation fly twice week w guys,negative,0.3412,Neutral
12001,not worry sending letter expect compensation fly twice week w guys,negative,0.3412,Neutral
12002,thanks,positive,0.4404,Neutral
12003,thanks,positive,0.4404,Neutral
12004,thanks keep updated hope make either connections killeen tx,positive,0.8074,Positive
12005,thanks keep updated hope make either connections killeen tx,positive,0.8074,Positive
12006,hold w customer service line 68 minutes phone agent 35 min b f call droped,negative,0,Neutral
12007,hold w customer service line 68 minutes phone agent 35 min b f call droped,negative,0,Neutral
12008,tried book rwrd told couldnt bought tix usair aa no choice not bother aadv svc,negative,-0.0423,Neutral
12009,tried book rwrd told couldnt bought tix usair aa no choice not bother aadv svc,negative,-0.0423,Neutral
12010,know suicide second leading cause death among teens 10 24,neutral,-0.8555,Negative
12011,know suicide second leading cause death among teens 10 24,neutral,-0.8555,Negative
12012,narrowly made standby lots snags trip,negative,0,Neutral
12013,narrowly made standby lots snags trip,negative,0,Neutral
12014,narrowly made standby lots snags trip,negative,0,Neutral
12015,narrowly made standby lots snags trip,negative,0,Neutral
12016,pbpinftworth iphone 6 64gb not 6 plus,neutral,0,Neutral
12017,pbpinftworth iphone 6 64gb not 6 plus,neutral,0,Neutral
12018,ordered always 9hour flight delayed 4 hours worse ever forgot meal,negative,-0.6124,Negative
12019,ordered always 9hour flight delayed 4 hours worse ever forgot meal,negative,-0.6124,Negative
12020,thanks much,positive,0.4404,Neutral
12021,thanks much,positive,0.4404,Neutral
12022,robertdwyer aa doesnt charge fees change award tickets long origin destination amp award type remains,positive,0.7906,Positive
12023,robertdwyer aa doesnt charge fees change award tickets long origin destination amp award type remains,positive,0.7906,Positive
12024,robertdwyer aa doesnt charge fees change award tickets long origin destination amp award type remains,neutral,0.7906,Positive
12025,robertdwyer aa doesnt charge fees change award tickets long origin destination amp award type remains,neutral,0.7906,Positive
12026,need flight tonight not anything else,negative,0,Neutral
12027,need flight tonight not anything else,negative,0,Neutral
12028,need flight tonight not anything else,negative,0,Neutral
12029,need flight tonight not anything else,negative,0,Neutral
12030,thank confirmation,positive,0.3612,Neutral
12031,thank confirmation,positive,0.3612,Neutral
12032,spent 8 choppiest feed whiplash ever americanairlinesfail iwantmymoneyback,negative,0,Neutral
12033,spent 8 choppiest feed whiplash ever americanairlinesfail iwantmymoneyback,negative,0,Neutral
12034,ok call likely tmrw uk time question process getting change charge reversed due bereavement,neutral,0.296,Neutral
12035,ok call likely tmrw uk time question process getting change charge reversed due bereavement,neutral,0.296,Neutral
12036,please find bag singapore three days already without bag last known destination lax tag 580815 please help,negative,0.743,Positive
12037,please find bag singapore three days already without bag last known destination lax tag 580815 please help,negative,0.743,Positive
12038,inconvenient convenient word,negative,-0.34,Neutral
12039,inconvenient convenient word,negative,-0.34,Neutral
12040,response could made difference could made situation better no trust get lost like bag,negative,0.1022,Neutral
12041,response could made difference could made situation better no trust get lost like bag,negative,0.1022,Neutral
12042,delayed way puerto rico delayed way back new york disgraceful,negative,-0.4215,Neutral
12043,delayed way puerto rico delayed way back new york disgraceful,negative,-0.4215,Neutral
12044,ok may keep 25 lose bag no info no longer trust bad way handle,negative,-0.7914,Negative
12045,ok may keep 25 lose bag no info no longer trust bad way handle,negative,-0.7914,Negative
12046,come want go home not miss another day work stuckinmemphis texasisclosed,negative,0.1887,Neutral
12047,come want go home not miss another day work stuckinmemphis texasisclosed,negative,0.1887,Neutral
12048,come want go home not miss another day work stuckinmemphis texasisclosed,negative,0.1887,Neutral
12049,come want go home not miss another day work stuckinmemphis texasisclosed,negative,0.1887,Neutral
12050,photo http co vmquurzupw,neutral,0,Neutral
12051,photo http co vmquurzupw,neutral,0,Neutral
12052,guys killing http co 22ipgeicsm,negative,-0.6597,Negative
12053,guys killing http co 22ipgeicsm,negative,-0.6597,Negative
12054,aww cool nice know still head one faves,positive,0.6249,Positive
12055,aww cool nice know still head one faves,positive,0.6249,Positive
12056,status flight 1357 sju,neutral,0,Neutral
12057,status flight 1357 sju,neutral,0,Neutral
12058,would love dm twitter app says not following not,neutral,0.6369,Positive
12059,would love dm twitter app says not following not,neutral,0.6369,Positive
12060,would love dm twitter app says not following not,negative,0.6369,Positive
12061,would love dm twitter app says not following not,negative,0.6369,Positive
12062,not not offered perks asked told no thenewamerican,negative,-0.296,Neutral
12063,not not offered perks asked told no thenewamerican,negative,-0.296,Neutral
12064,not not offered perks asked told no thenewamerican,negative,-0.296,Neutral
12065,not not offered perks asked told no thenewamerican,negative,-0.296,Neutral
12066,good care customers anything happen take delta getting back nyc screw,negative,0.6908,Positive
12067,good care customers anything happen take delta getting back nyc screw,negative,0.6908,Positive
12068,good care customers anything happen take delta getting back nyc screw,negative,0.6908,Positive
12069,good care customers anything happen take delta getting back nyc screw,negative,0.6908,Positive
12070,cost 200 dollars flight cancelled flightled could not even give food comp fly delta take,negative,-0.25,Neutral
12071,cost 200 dollars flight cancelled flightled could not even give food comp fly delta take,negative,-0.25,Neutral
12072,say dumb things beat around bush flight cancelled flightled prepared no compassion,negative,-0.7077,Negative
12073,say dumb things beat around bush flight cancelled flightled prepared no compassion,negative,-0.7077,Negative
12074,americanair yes ios running ios 8 1 3,neutral,0.4019,Neutral
12075,americanair yes ios running ios 8 1 3,neutral,0.4019,Neutral
12076,worst company ever please not fly repeat please not fly not credit delayed,negative,-0.3004,Neutral
12077,worst company ever please not fly repeat please not fly not credit delayed,negative,-0.3004,Neutral
12078,continues win never missed flight nice little quiet gate change made possible sheesh,positive,0.5197,Positive
12079,continues win never missed flight nice little quiet gate change made possible sheesh,positive,0.5197,Positive
12080,continues win never missed flight nice little quiet gate change made possible sheesh,negative,0.5197,Positive
12081,continues win never missed flight nice little quiet gate change made possible sheesh,negative,0.5197,Positive
12082,keeping aa air crew chief cousin alex espinosa dfw http co 0hxlnvzknp,neutral,0,Neutral
12083,keeping aa air crew chief cousin alex espinosa dfw http co 0hxlnvzknp,neutral,0,Neutral
12084,keeping aa air crew chief cousin alex espinosa dfw http co 0hxlnvzknp,positive,0,Neutral
12085,keeping aa air crew chief cousin alex espinosa dfw http co 0hxlnvzknp,positive,0,Neutral
12086,lost cats missed flights kept crated 30 hrs would 5 hr trip never touch pets,negative,-0.5423,Negative
12087,lost cats missed flights kept crated 30 hrs would 5 hr trip never touch pets,negative,-0.5423,Negative
12088,not worry not steal money,negative,0.0519,Neutral
12089,not worry not steal money,negative,0.0519,Neutral
12090,continually getting put hold painfully inexperienced people calling platinum desk,negative,-0.5267,Negative
12091,continually getting put hold painfully inexperienced people calling platinum desk,negative,-0.5267,Negative
12092,pretty lame response two paged single spaced letter http co acebo6elpa,negative,0.1027,Neutral
12093,pretty lame response two paged single spaced letter http co acebo6elpa,negative,0.1027,Neutral
12094,not happens us matters response matters way drop ball aa,negative,-0.2672,Neutral
12095,not happens us matters response matters way drop ball aa,negative,-0.2672,Neutral
12096,not happens us matters response matters way drop ball aa,negative,-0.2672,Neutral
12097,not happens us matters response matters way drop ball aa,negative,-0.2672,Neutral
12098,looking help usairways award travel booked wife two boys no seats assigned,negative,0.6124,Positive
12099,looking help usairways award travel booked wife two boys no seats assigned,negative,0.6124,Positive
12100,looking help usairways award travel booked wife two boys no seats assigned,negative,0.6124,Positive
12101,looking help usairways award travel booked wife two boys no seats assigned,negative,0.6124,Positive
12102,clarkey 19 done 1 truck no biggie,neutral,-0.296,Neutral
12103,clarkey 19 done 1 truck no biggie,neutral,-0.296,Neutral
12104,clarkey 19 done 1 truck no biggie,positive,-0.296,Neutral
12105,clarkey 19 done 1 truck no biggie,positive,-0.296,Neutral
12106,itunesmusic put bad mood not angry since spagnuolo coached rams,negative,-0.2018,Neutral
12107,itunesmusic put bad mood not angry since spagnuolo coached rams,negative,-0.2018,Neutral
12108,cancelled flighted flight left no help find hotel stay slept airport night,negative,-0.5037,Negative
12109,cancelled flighted flight left no help find hotel stay slept airport night,negative,-0.5037,Negative
12110,flight 1181 vegas dfw cancelled flightled sunday monday no whammie today,negative,-0.4939,Neutral
12111,flight 1181 vegas dfw cancelled flightled sunday monday no whammie today,negative,-0.4939,Neutral
12112,airport snow removal method 22 keep good work folks cessna become 747 http co oumc1lrxdn,positive,0.4404,Neutral
12113,airport snow removal method 22 keep good work folks cessna become 747 http co oumc1lrxdn,positive,0.4404,Neutral
12114,birds could fly south america example argentina,neutral,0,Neutral
12115,birds could fly south america example argentina,neutral,0,Neutral
12116,flight 386 jacksonville fl dallas showing cancelled flightled going rebooked another flight,negative,-0.25,Neutral
12117,flight 386 jacksonville fl dallas showing cancelled flightled going rebooked another flight,negative,-0.25,Neutral
12118,great thanks,positive,0.7906,Positive
12119,great thanks,positive,0.7906,Positive
12120,awesome thanks,positive,0.7906,Positive
12121,awesome thanks,positive,0.7906,Positive
12122,flight 386 dallas jacksonville fl cancelled flightled no one notified going,negative,-0.4939,Neutral
12123,flight 386 dallas jacksonville fl cancelled flightled no one notified going,negative,-0.4939,Neutral
12124,extremely upset baggage handlers decide go luggage take belongings,negative,-0.4391,Neutral
12125,extremely upset baggage handlers decide go luggage take belongings,negative,-0.4391,Neutral
12126,extremely upset baggage handlers decide go luggage take belongings,negative,-0.4391,Neutral
12127,extremely upset baggage handlers decide go luggage take belongings,negative,-0.4391,Neutral
12128,flight 65 delayed 4 hours 2 22 no gf meals despite early request attendant seat fell leg badservice,negative,-0.4767,Neutral
12129,flight 65 delayed 4 hours 2 22 no gf meals despite early request attendant seat fell leg badservice,negative,-0.4767,Neutral
12130,always rely fly usair american employees rude unhappy,negative,-0.7003,Negative
12131,always rely fly usair american employees rude unhappy,negative,-0.7003,Negative
12132,robocalls another cancelled flightation accept change let connect agent wow,negative,0.6597,Positive
12133,robocalls another cancelled flightation accept change let connect agent wow,negative,0.6597,Positive
12134,said aa not provide flight wifi routes china based federal laws united,negative,0.4215,Neutral
12135,said aa not provide flight wifi routes china based federal laws united,negative,0.4215,Neutral
12136,right two hours late flight seems due poor communication sounded like annoying plane staff,negative,-0.5106,Negative
12137,right two hours late flight seems due poor communication sounded like annoying plane staff,negative,-0.5106,Negative
12138,not sure happened usairways status merger took place,negative,-0.2411,Neutral
12139,not sure happened usairways status merger took place,negative,-0.2411,Neutral
12140,not sure happened usairways status merger took place,negative,-0.2411,Neutral
12141,not sure happened usairways status merger took place,negative,-0.2411,Neutral
12142,u help rebook passenger via twitter dm hold 1 5 hours thanks,negative,0.6808,Positive
12143,u help rebook passenger via twitter dm hold 1 5 hours thanks,negative,0.6808,Positive
12144,would like apologize gate agent flight aa76 not aware zone 1 nine precious gems,neutral,0.765,Positive
12145,would like apologize gate agent flight aa76 not aware zone 1 nine precious gems,neutral,0.765,Positive
12146,would like apologize gate agent flight aa76 not aware zone 1 nine precious gems,negative,0.765,Positive
12147,would like apologize gate agent flight aa76 not aware zone 1 nine precious gems,negative,0.765,Positive
12148,key point confusion whether make change even though initial flight booking problems us airways metal,neutral,-0.5994,Negative
12149,key point confusion whether make change even though initial flight booking problems us airways metal,neutral,-0.5994,Negative
12150,origin destination dates going us airways connecting flight aa direct flight award saver level,neutral,0.5423,Positive
12151,origin destination dates going us airways connecting flight aa direct flight award saver level,neutral,0.5423,Positive
12152,old 777 200 fly ord pvg get upgraded,neutral,0,Neutral
12153,old 777 200 fly ord pvg get upgraded,neutral,0,Neutral
12154,know little cold weather humor,neutral,0.2111,Neutral
12155,know little cold weather humor,neutral,0.2111,Neutral
12156,none lax flights dfw cancelled flightled landing fine completely arbitrary,positive,-0.0516,Neutral
12157,none lax flights dfw cancelled flightled landing fine completely arbitrary,positive,-0.0516,Neutral
12158,none lax flights dfw cancelled flightled landing fine completely arbitrary,negative,-0.0516,Neutral
12159,none lax flights dfw cancelled flightled landing fine completely arbitrary,negative,-0.0516,Neutral
12160,not really answer question maybe provide details give clarification,negative,0,Neutral
12161,not really answer question maybe provide details give clarification,negative,0,Neutral
12162,not really answer question maybe provide details give clarification,negative,0,Neutral
12163,not really answer question maybe provide details give clarification,negative,0,Neutral
12164,delayed bag friend lisa pafe got bag 3 days costa rica issue no updates system,negative,0.0258,Neutral
12165,delayed bag friend lisa pafe got bag 3 days costa rica issue no updates system,negative,0.0258,Neutral
12166,thanks,neutral,0.4404,Neutral
12167,thanks,neutral,0.4404,Neutral
12168,thanks,positive,0.4404,Neutral
12169,thanks,positive,0.4404,Neutral
12170,aww thanks aa dfw gma understand btw airline im able trv love guys,positive,0.7964,Positive
12171,aww thanks aa dfw gma understand btw airline im able trv love guys,positive,0.7964,Positive
12172,awesome photos thanks sharing,positive,0.8689,Positive
12173,awesome photos thanks sharing,positive,0.8689,Positive
12174,americanair new plane gogo easy power laptop iphone missing good boat style swivel cup holder dietcoke happyflier,positive,0.5574,Positive
12175,americanair new plane gogo easy power laptop iphone missing good boat style swivel cup holder dietcoke happyflier,positive,0.5574,Positive
12176,rampers gate b40 dfw waiting marshaled,negative,0,Neutral
12177,rampers gate b40 dfw waiting marshaled,negative,0,Neutral
12178,cancelled flight flight no way rebook website app wait 35 minutes hold fail cc delta,negative,-0.7717,Negative
12179,cancelled flight flight no way rebook website app wait 35 minutes hold fail cc delta,negative,-0.7717,Negative
12180,thought planes retired md80,neutral,0,Neutral
12181,thought planes retired md80,neutral,0,Neutral
12182,got phone customer service 8 minutes get issue resoled guys awesome,positive,0.6249,Positive
12183,got phone customer service 8 minutes get issue resoled guys awesome,positive,0.6249,Positive
12184,thanks info number call speak person going take hour type,positive,0.4939,Neutral
12185,thanks info number call speak person going take hour type,positive,0.4939,Neutral
12186,thanks info number call speak person going take hour type,neutral,0.4939,Neutral
12187,thanks info number call speak person going take hour type,neutral,0.4939,Neutral
12188,kax premium hoping flight better food tv know work service tnx,neutral,0.7783,Positive
12189,kax premium hoping flight better food tv know work service tnx,neutral,0.7783,Positive
12190,kax premium hoping flight better food tv know work service tnx,positive,0.7783,Positive
12191,kax premium hoping flight better food tv know work service tnx,positive,0.7783,Positive
12192,beantownmatty sounds like date,positive,0.3612,Neutral
12193,beantownmatty sounds like date,positive,0.3612,Neutral
12194,frustrated attitude toward execplat members thenewamerican,negative,-0.5267,Negative
12195,frustrated attitude toward execplat members thenewamerican,negative,-0.5267,Negative
12196,frustrated attitude toward execplat members thenewamerican,negative,-0.5267,Negative
12197,frustrated attitude toward execplat members thenewamerican,negative,-0.5267,Negative
12198,another day another grievance airline no customer service,negative,-0.6486,Negative
12199,another day another grievance airline no customer service,negative,-0.6486,Negative
12200,misunderstood would not day flight change gate agent said no,negative,-0.5574,Negative
12201,misunderstood would not day flight change gate agent said no,negative,-0.5574,Negative
12202,misunderstood would not day flight change gate agent said no,negative,-0.5574,Negative
12203,misunderstood would not day flight change gate agent said no,negative,-0.5574,Negative
12204,flight 35 way,neutral,0,Neutral
12205,flight 35 way,neutral,0,Neutral
12206,car accident way airport missed flight rno dca trying resched line 2 hr wait,negative,-0.6486,Negative
12207,car accident way airport missed flight rno dca trying resched line 2 hr wait,negative,-0.6486,Negative
12208,thanks much,neutral,0.4404,Neutral
12209,thanks much,neutral,0.4404,Neutral
12210,thanks much,positive,0.4404,Neutral
12211,thanks much,positive,0.4404,Neutral
12212,hope enjoy winterweather brought warm coat gloves maria yup new beanie http co aneqxzr4bp,positive,0.7906,Positive
12213,hope enjoy winterweather brought warm coat gloves maria yup new beanie http co aneqxzr4bp,positive,0.7906,Positive
12214,lpalumbo weather sun,negative,0,Neutral
12215,lpalumbo weather sun,negative,0,Neutral
12216,lpalumbo weather sun,negative,0,Neutral
12217,lpalumbo weather sun,negative,0,Neutral
12218,fail flight rdu sitting waiting flight attendants logistics not good,negative,-0.7101,Negative
12219,fail flight rdu sitting waiting flight attendants logistics not good,negative,-0.7101,Negative
12220,idea wait time refunds told days phone well past,negative,0.2732,Neutral
12221,idea wait time refunds told days phone well past,negative,0.2732,Neutral
12222,idea wait time refunds told days phone well past,negative,0.2732,Neutral
12223,idea wait time refunds told days phone well past,negative,0.2732,Neutral
12224,happy purchase upgrade avail next flight,positive,0.5719,Positive
12225,happy purchase upgrade avail next flight,positive,0.5719,Positive
12226,happy purchase upgrade avail next flight,negative,0.5719,Positive
12227,happy purchase upgrade avail next flight,negative,0.5719,Positive
12228,going reported police due sexual assult sad not care,negative,-0.6935,Negative
12229,going reported police due sexual assult sad not care,negative,-0.6935,Negative
12230,going reported police due sexual assult sad not care,negative,-0.6935,Negative
12231,going reported police due sexual assult sad not care,negative,-0.6935,Negative
12232,4th flight rebooked not cancelled flighted woo hoo going make laguardiaair,negative,-0.2057,Neutral
12233,4th flight rebooked not cancelled flighted woo hoo going make laguardiaair,negative,-0.2057,Neutral
12234,4th flight rebooked not cancelled flighted woo hoo going make laguardiaair,negative,-0.2057,Neutral
12235,4th flight rebooked not cancelled flighted woo hoo going make laguardiaair,negative,-0.2057,Neutral
12236,flight dfw lit way pdx tomorrow cancelled flighted help,neutral,0.1779,Neutral
12237,flight dfw lit way pdx tomorrow cancelled flighted help,neutral,0.1779,Neutral
12238,flight dfw lit way pdx tomorrow cancelled flighted help,negative,0.1779,Neutral
12239,flight dfw lit way pdx tomorrow cancelled flighted help,negative,0.1779,Neutral
12240,issue lack consideration announcement made late flight gate agent hour,negative,-0.3182,Neutral
12241,issue lack consideration announcement made late flight gate agent hour,negative,-0.3182,Neutral
12242,issue lack consideration announcement made late flight gate agent hour,negative,-0.3182,Neutral
12243,issue lack consideration announcement made late flight gate agent hour,negative,-0.3182,Neutral
12244,understand flight day not going twice extra meds diapers baby,negative,0,Neutral
12245,understand flight day not going twice extra meds diapers baby,negative,0,Neutral
12246,americanair sure running version 3 10 0,neutral,0.3182,Neutral
12247,americanair sure running version 3 10 0,neutral,0.3182,Neutral
12248,could train flight attendants manners decency,negative,0,Neutral
12249,could train flight attendants manners decency,negative,0,Neutral
12250,dfwairport 2 together best part flying,positive,0.6369,Positive
12251,dfwairport 2 together best part flying,positive,0.6369,Positive
12252,last year 50 flights delayed cancelled flightled done,negative,-0.4404,Neutral
12253,last year 50 flights delayed cancelled flightled done,negative,-0.4404,Neutral
12254,fyi call stilling getting dropped hour continuous dialing attempted cancelled flight online not able help,negative,-0.3523,Neutral
12255,fyi call stilling getting dropped hour continuous dialing attempted cancelled flight online not able help,negative,-0.3523,Neutral
12256,get guys respond tweets dm really sad feeling ignored,negative,-0.6344,Negative
12257,get guys respond tweets dm really sad feeling ignored,negative,-0.6344,Negative
12258,souljacoy aa going fix utterly embarrassing customer service not even answer dang phone,negative,-0.4391,Neutral
12259,souljacoy aa going fix utterly embarrassing customer service not even answer dang phone,negative,-0.4391,Neutral
12260,800 number not even let wait next customer rep frustrating ca not talk humans,negative,-0.3818,Neutral
12261,800 number not even let wait next customer rep frustrating ca not talk humans,negative,-0.3818,Neutral
12262,want speak human not obscene request,negative,0.5223,Positive
12263,want speak human not obscene request,negative,0.5223,Positive
12264,no response dm email yet customer service,negative,-0.296,Neutral
12265,no response dm email yet customer service,negative,-0.296,Neutral
12266,reconsider usairways acquisition flight 1843 aa gold flyers insulted attendant hanging jacket,negative,-0.5106,Negative
12267,reconsider usairways acquisition flight 1843 aa gold flyers insulted attendant hanging jacket,negative,-0.5106,Negative
12268,thank,positive,0.3612,Neutral
12269,thank,positive,0.3612,Neutral
12270,need work harder disconnect intention reality passengers face,negative,0,Neutral
12271,long take get credit aa account traveled jan amp one leg reported asked credit no response,negative,0.4588,Neutral
12272,hopefully see bad ones opportunity get better not dwell good ones encouragement words,positive,0.6025,Positive
12273,okay think 1565 waited long enough gate dfw,negative,0.2263,Neutral
12274,deltaassist 57 minutes waiting silver elite line someone pick help,negative,0.4019,Neutral
12275,deltaassist say 140 characters plus not follow,negative,0,Neutral
12276,change fee price new ticket not logical,negative,0,Neutral
